-62997.4,132
-62495.4,132
-61993.3,132
-61491.3,128
-60989.3,128
-60487.2,134
-59985.2,136
-59483.1,142
-58981.1,138
-58479.1,146
-57977,136
-57475,148
-56972.9,140
-56470.9,156
-55968.9,156
-55466.8,160
-54964.8,164
-54462.7,172
-53960.7,168
-53458.7,178
-52956.6,176
-52454.6,196
-51952.5,182
-51450.5,204
-50948.4,196
-50446.4,214
-49944.4,228
-49442.3,232
-48940.3,256
-48438.2,258
-47936.2,292
-47434.2,312
-46932.1,334
-46430.1,386
-45928,498
-45426,4170
-44924,6308
-44421.9,3696
-43919.9,2884
-43417.8,2470
-42915.8,2164
-42413.8,1974
-41911.7,1812
-41409.7,1652
-40907.6,1630
-40405.6,1444
-39903.5,1430
-39401.5,1362
-38899.5,1274
-38397.4,1208
-37895.4,1194
-37393.3,1202
-36891.3,1084
-36389.3,1074
-35887.2,1038
-35385.2,1004
-34883.1,996
-34381.1,938
-33879.1,942
-33377,912
-32875,926
-32372.9,874
-31870.9,850
-31368.9,859
-30866.8,785
-30364.8,794
-29862.7,790
-29360.7,784
-28858.7,782
-28356.6,752
-27854.6,728
-27352.5,720
-26850.5,692
-26348.4,718
-25846.4,708
-25344.4,658
-24842.3,668
-24340.3,672
-23838.2,656
-23336.2,626
-22834.2,654
-22332.1,630
-21830.1,608
-21328,606
-20826,582
-20324,626
-19821.9,599
-19319.9,543
-18817.8,584
-18315.8,596
-17813.8,532
-17311.7,562
-16809.7,572
-16307.6,524
-15805.6,526
-15303.5,560
-14801.5,494
-14299.5,522
-13797.4,548
-13295.4,468
-12793.3,524
-12291.3,528
-11789.3,476
-11287.2,464
-10785.2,507
-10283.1,481
-9781.1,484
-9279.06,475
-8777.02,449
-8274.98,482
-7772.94,456
-7270.9,434
-6768.86,504
-6266.82,406
-5764.77,462
-5262.73,425
-4760.69,457
-4258.65,428
-3756.61,414
-3254.57,424
-2752.53,443
-2250.49,405
-1748.45,438
-1246.41,382
-744.366,418
-242.325,418
259.715,390
761.756,414
1263.8,374
1765.84,414
2267.88,403
2769.92,357
3271.96,393
3774,363
4276.04,401
4778.08,389
5280.12,357
5782.16,386
6284.21,362
6786.25,358
7288.29,370
7790.33,348
8292.37,377
8794.41,345
9296.45,355
9798.49,118318
10300.5,3163
10802.6,2000
11304.6,1410
11806.7,1714
12308.7,1388
12810.7,1406
13312.8,1915
13814.8,2159
14316.9,349
14818.9,328
15320.9,326
15823,351
16325,305
16827.1,323
17329.1,327
17831.1,309
18333.2,345
18835.2,291
19337.3,337
19839.3,323
20341.3,299
20843.4,333
21345.4,293
21847.5,333
22349.5,303
22851.6,271
23353.6,339
23855.6,293
24357.7,305
24859.7,324
25361.8,290
25863.8,309
26365.8,285
26867.9,293
27369.9,314
27872,282
28374,307
28876,296
29378.1,278
29880.1,313
30382.2,285
30884.2,281
31386.2,298
31888.3,282
32390.3,264
32892.4,316
33394.4,278
33896.4,297
34398.5,298
34900.5,284
35402.6,298
35904.6,293
36406.7,270
36908.7,304
37410.7,281
37912.8,309
38414.8,263
38916.9,289
39418.9,302
39920.9,276
40423,302
40925,291
41427.1,276
41929.1,288
42431.1,285
42933.2,312
43435.2,270
43937.3,290
44439.3,293
44941.3,323
45443.4,291
45945.4,268
46447.5,296
46949.5,295
47451.6,296
47953.6,287
48455.6,275
48957.7,298
49459.7,301
49961.8,294
50463.8,295
50965.8,304
51467.9,308
51969.9,305
52472,304
52974,310
53476,312
53978.1,323
54480.1,308
54982.2,326
55484.2,331
55986.2,332
56488.3,336
56990.3,351
57492.4,355
57994.4,374
58496.4,390
58998.5,364
59500.5,340
60002.6,315
60504.6,310
61006.7,273
61508.7,281
62010.7,283
62512.8,263
63014.8,266
63516.9,259
64018.9,256
64520.9,254
65023,0
